"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"M&amp;M","EQ","10-Jan-2019","        726.30","        728.00","        734.85","        722.80","        732.50","        733.20","        731.85","    2550750","          1866759028.50","      84683"
"M&amp;M","EQ","11-Jan-2019","        733.20","        735.00","        735.00","        721.25","        725.40","        727.90","        725.77","    2215240","          1607760996.45","      51923"
"M&amp;M","EQ","14-Jan-2019","        727.90","        725.00","        726.40","        714.30","        726.00","        724.55","        721.22","    1713221","          1235609268.00","      54020"
"M&amp;M","EQ","15-Jan-2019","        724.55","        727.50","        730.00","        723.35","        726.75","        726.90","        726.92","    2138402","          1554439626.20","      72011"
"M&amp;M","EQ","16-Jan-2019","        726.90","        727.30","        732.50","        724.55","        726.60","        726.25","        728.21","    1288969","           938635406.50","      37499"
"M&amp;M","EQ","17-Jan-2019","        726.25","        729.00","        740.00","        727.95","        734.50","        734.65","        735.93","    3318440","          2442149574.80","      75818"
"M&amp;M","EQ","18-Jan-2019","        734.65","        734.50","        737.90","        728.00","        735.00","        734.95","        734.38","    1601885","          1176386873.70","      46979"
"M&amp;M","EQ","21-Jan-2019","        734.95","        738.00","        738.00","        727.35","        728.50","        730.30","        732.42","    1341152","           982281175.15","      63509"
"M&amp;M","EQ","22-Jan-2019","        730.30","        727.70","        727.70","        705.15","        707.75","        708.50","        710.00","    5097285","          3619052210.60","     181942"
"M&amp;M","EQ","23-Jan-2019","        708.50","        708.50","        709.75","        693.60","        694.10","        695.85","        701.71","    4714919","          3308485630.80","     102997"
"M&amp;M","EQ","24-Jan-2019","        695.85","        699.00","        700.05","        686.05","        697.70","        697.30","        693.18","    3891245","          2697317936.30","     139092"
"M&amp;M","EQ","25-Jan-2019","        697.30","        702.00","        703.50","        681.00","        683.55","        683.50","        691.37","    3421228","          2365337176.45","      93204"
"M&amp;M","EQ","28-Jan-2019","        683.50","        683.50","        683.50","        667.50","        677.00","        673.05","        674.68","    5762442","          3887813747.65","     147294"
"M&amp;M","EQ","29-Jan-2019","        673.05","        671.95","        676.90","        661.60","        670.50","        669.65","        670.85","    4860919","          3260964224.65","      91419"
"M&amp;M","EQ","30-Jan-2019","        669.65","        671.90","        680.00","        670.30","        674.30","        678.65","        676.57","    2738163","          1852570002.50","      80324"
"M&amp;M","EQ","31-Jan-2019","        678.65","        678.00","        683.00","        672.75","        680.75","        680.05","        678.20","    3496189","          2371113354.35","      71265"
"M&amp;M","EQ","01-Feb-2019","        680.05","        689.00","        715.40","        680.55","        687.30","        688.40","        698.00","    8005192","          5587596721.25","     134142"
"M&amp;M","EQ","04-Feb-2019","        688.40","        688.00","        688.40","        670.35","        674.40","        674.45","        673.94","    2652101","          1787367972.20","     106929"
"M&amp;M","EQ","05-Feb-2019","        674.45","        675.25","        692.60","        672.65","        687.55","        684.90","        686.68","    3550741","          2438219651.90","      78607"
"M&amp;M","EQ","06-Feb-2019","        684.90","        687.90","        698.25","        682.05","        695.85","        695.10","        690.76","    2221744","          1534695564.80","      51777"
"M&amp;M","EQ","07-Feb-2019","        695.10","        695.00","        708.90","        693.10","        702.65","        700.90","        703.16","    2710457","          1905872145.25","      59489"
"M&amp;M","EQ","08-Feb-2019","        700.90","        702.00","        706.70","        678.55","        680.95","        682.10","        691.22","   10858152","          7505415205.30","     132982"
"M&amp;M","EQ","11-Feb-2019","        682.10","        669.40","        673.40","        645.20","        650.00","        647.55","        656.37","    7931599","          5206029835.70","     121657"
"M&amp;M","EQ","12-Feb-2019","        647.55","        647.00","        657.80","        644.00","        647.60","        648.70","        651.06","    3357448","          2185899437.05","      82413"
"M&amp;M","EQ","13-Feb-2019","        648.70","        649.05","        652.35","        637.25","        641.00","        641.50","        643.38","    3420156","          2200461521.05","      78469"
"M&amp;M","EQ","14-Feb-2019","        641.50","        640.70","        642.40","        632.30","        634.45","        634.40","        636.83","    3530468","          2248301015.70","      90591"
"M&amp;M","EQ","15-Feb-2019","        634.40","        635.00","        636.90","        618.80","        627.55","        627.55","        624.19","    5765467","          3598766586.40","     109033"
"M&amp;M","BL","18-Feb-2019","        792.00","        627.55","        627.55","        627.55","        627.55","        627.55","        627.55","    5358108","          3362480675.40","          1"
"M&amp;M","EQ","18-Feb-2019","        627.55","        630.00","        630.00","        615.60","        623.40","        624.70","        622.00","    4750172","          2954603224.90","     114858"
"M&amp;M","EQ","19-Feb-2019","        624.70","        627.00","        642.00","        625.25","        634.25","        632.60","        635.52","    3526711","          2241278083.45","      75842"
"M&amp;M","EQ","20-Feb-2019","        632.60","        637.00","        637.30","        628.15","        632.65","        633.55","        632.14","    2369483","          1497853331.25","      69093"
"M&amp;M","EQ","21-Feb-2019","        633.55","        633.55","        635.95","        625.00","        634.00","        634.20","        630.60","    2813880","          1774446447.00","      80935"
"M&amp;M","EQ","22-Feb-2019","        634.20","        635.00","        648.60","        632.25","        646.25","        646.60","        643.82","    4053346","          2609638938.35","     110200"
"M&amp;M","BL","25-Feb-2019","        627.55","        646.60","        646.60","        646.60","        646.60","        646.60","        646.60","     377124","           243848378.40","          1"
"M&amp;M","EQ","25-Feb-2019","        646.60","        649.90","        653.95","        642.30","        650.30","        650.70","        648.77","    1863303","          1208862120.80","      47147"
"M&amp;M","EQ","26-Feb-2019","        650.70","        644.80","        656.00","        640.00","        650.00","        651.30","        648.63","    3862642","          2505433881.65","      81895"
"M&amp;M","EQ","27-Feb-2019","        651.30","        654.50","        662.00","        647.15","        651.80","        656.15","        656.07","    3193418","          2095118303.60","      90006"
"M&amp;M","EQ","28-Feb-2019","        656.15","        663.75","        663.75","        642.50","        645.55","        645.90","        650.02","    3955320","          2571050243.80","     132951"
"M&amp;M","EQ","01-Mar-2019","        645.90","        650.00","        652.00","        641.00","        648.90","        649.70","        646.84","    3957539","          2559875187.05","      64075"
"M&amp;M","EQ","05-Mar-2019","        649.70","        649.85","        657.90","        642.05","        656.00","        656.75","        651.53","    6039244","          3934719426.50","      85721"
"M&amp;M","EQ","06-Mar-2019","        656.75","        660.00","        664.85","        654.00","        658.20","        658.90","        659.93","    7495708","          4946677794.50","      56527"
"M&amp;M","EQ","07-Mar-2019","        658.90","        661.70","        677.50","        654.20","        671.80","        671.80","        667.85","    8703088","          5812326326.80","     114638"
"M&amp;M","EQ","08-Mar-2019","        671.80","        672.00","        679.70","        666.40","        669.30","        670.15","        674.23","    3877059","          2614047947.10","      89655"
"M&amp;M","EQ","11-Mar-2019","        670.15","        671.95","        683.85","        671.50","        680.50","        681.05","        680.24","    4027884","          2739928599.05","     173201"
"M&amp;M","EQ","12-Mar-2019","        681.05","        686.90","        693.10","        683.35","        684.40","        687.90","        688.02","    3876498","          2667090076.20","      96503"
"M&amp;M","EQ","13-Mar-2019","        687.90","        688.40","        689.40","        681.25","        683.90","        684.20","        685.04","    1808059","          1238591336.35","      97174"
"M&amp;M","EQ","14-Mar-2019","        684.20","        683.00","        688.00","        677.15","        685.50","        685.90","        684.40","    1901877","          1301640260.00","      40674"
"M&amp;M","EQ","15-Mar-2019","        685.90","        688.25","        697.00","        687.00","        696.30","        694.60","        693.73","    5208071","          3613013972.60","      97889"
"M&amp;M","EQ","18-Mar-2019","        694.60","        696.00","        704.20","        682.05","        685.00","        685.40","        690.91","    3050835","          2107854882.20","      68984"
"M&amp;M","EQ","19-Mar-2019","        685.40","        686.00","        693.80","        675.10","        690.95","        689.40","        683.82","    2331409","          1594265829.75","      63255"
"M&amp;M","EQ","20-Mar-2019","        689.40","        689.00","        694.35","        676.15","        679.40","        678.60","        683.96","    2369729","          1620788086.40","      45539"
"M&amp;M","EQ","22-Mar-2019","        678.60","        678.70","        684.50","        670.00","        677.00","        678.80","        677.49","    2770303","          1876845712.70","      75944"
"M&amp;M","BL","25-Mar-2019","        646.60","        678.80","        678.80","        678.80","        678.80","        678.80","        678.80","     222927","           151322847.60","          1"
"M&amp;M","EQ","25-Mar-2019","        678.80","        672.00","        675.00","        663.40","        663.80","        664.60","        667.86","    2337486","          1561114189.55","      46264"
"M&amp;M","EQ","26-Mar-2019","        664.60","        664.65","        672.40","        661.00","        669.50","        669.60","        665.60","    2434715","          1620539232.80","      50316"
"M&amp;M","EQ","27-Mar-2019","        669.60","        672.05","        672.65","        658.55","        659.00","        660.05","        664.74","    2426853","          1613229377.05","      54499"
"M&amp;M","EQ","28-Mar-2019","        660.05","        659.05","        662.75","        653.60","        655.20","        655.95","        657.01","    3910004","          2568928447.50","      82032"
"M&amp;M","EQ","29-Mar-2019","        655.95","        659.60","        675.75","        657.75","        675.00","        673.90","        670.41","    3955604","          2651873200.50","      77983"
"M&amp;M","EQ","01-Apr-2019","        673.90","        678.15","        689.00","        659.00","        661.90","        660.90","        672.29","    5458057","          3669410945.45","     105484"
"M&amp;M","EQ","02-Apr-2019","        660.90","        665.00","        670.90","        661.45","        670.50","        668.60","        665.90","    3802792","          2532268767.60","      79621"
"M&amp;M","EQ","03-Apr-2019","        668.60","        672.80","        676.75","        656.90","        659.65","        658.45","        666.60","    2745080","          1829882924.10","      63426"
"M&amp;M","EQ","04-Apr-2019","        658.45","        661.00","        662.70","        651.20","        653.05","        653.35","        653.98","    3684739","          2409737751.40","     140982"
"M&amp;M","EQ","05-Apr-2019","        653.35","        657.50","        663.00","        654.00","        658.10","        658.20","        657.10","    2694077","          1770290544.40","      49092"
"M&amp;M","EQ","08-Apr-2019","        658.20","        660.40","        668.35","        658.30","        666.65","        667.00","        665.36","    3413270","          2271066238.35","      61854"
"M&amp;M","EQ","09-Apr-2019","        667.00","        667.80","        669.80","        660.45","        668.10","        667.85","        665.24","    2401571","          1597613046.35","      57630"
"M&amp;M","EQ","10-Apr-2019","        667.85","        672.60","        675.00","        663.10","        669.95","        670.25","        670.25","    2499060","          1674987747.75","      42442"
"M&amp;M","EQ","11-Apr-2019","        670.25","        669.30","        679.75","        669.30","        674.00","        672.75","        674.24","    4863931","          3279446523.55","      76629"
"M&amp;M","EQ","12-Apr-2019","        672.75","        674.00","        679.50","        667.55","        677.95","        678.20","        672.42","    3302657","          2220761477.75","      72678"
"M&amp;M","EQ","15-Apr-2019","        678.20","        680.00","        686.00","        673.30","        684.80","        683.20","        680.23","    2408677","          1638456274.95","      66027"
"M&amp;M","EQ","16-Apr-2019","        683.20","        687.25","        695.50","        684.80","        689.80","        688.10","        690.06","    3002929","          2072196426.40","     118023"
"M&amp;M","EQ","18-Apr-2019","        688.10","        689.60","        691.95","        681.25","        682.05","        684.65","        685.38","    2996875","          2054008350.05","     110035"
"M&amp;M","EQ","22-Apr-2019","        684.65","        681.00","        685.75","        670.90","        673.00","        673.40","        676.31","    1483513","          1003321080.80","      66302"
"M&amp;M","EQ","23-Apr-2019","        673.40","        671.00","        675.85","        663.75","        665.00","        665.75","        666.77","    3248237","          2165839720.20","      69266"
"M&amp;M","EQ","24-Apr-2019","        665.75","        668.00","        669.20","        662.25","        669.00","        668.15","        665.49","    2247998","          1496019357.75","      98363"
"M&amp;M","EQ","25-Apr-2019","        668.15","        671.80","        673.00","        664.00","        665.00","        665.15","        665.64","    3169504","          2109735260.95","      94312"
"M&amp;M","EQ","26-Apr-2019","        665.15","        666.60","        668.40","        651.50","        658.40","        659.45","        660.65","    3632433","          2399750707.30","      93699"
"M&amp;M","EQ","30-Apr-2019","        659.45","        659.70","        662.20","        640.00","        646.00","        645.30","        647.06","    5042085","          3262508295.35","     113311"
"M&amp;M","EQ","02-May-2019","        645.30","        646.00","        660.70","        635.20","        645.05","        645.90","        648.00","    3007579","          1948923880.95","      64274"
"M&amp;M","EQ","03-May-2019","        645.90","        645.05","        652.50","        642.85","        645.00","        645.80","        645.86","    2330580","          1505232409.55","      85881"
"M&amp;M","EQ","06-May-2019","        645.80","        640.00","        645.00","        635.10","        638.00","        638.50","        639.27","    1498420","           957893988.95","      48879"
"M&amp;M","EQ","07-May-2019","        638.50","        641.75","        642.90","        634.20","        635.55","        636.00","        637.64","    3160875","          2015495799.75","      72445"
"M&amp;M","EQ","08-May-2019","        636.00","        635.55","        637.00","        619.00","        624.60","        621.65","        631.73","    3853705","          2434492250.95","      51461"
"M&amp;M","EQ","09-May-2019","        621.65","        620.90","        627.95","        616.10","        625.80","        625.45","        621.74","    1366143","           849379616.50","      52412"
"M&amp;M","EQ","10-May-2019","        625.45","        626.25","        631.85","        619.00","        625.85","        628.75","        624.59","    2093110","          1307326445.60","      55778"
"M&amp;M","EQ","13-May-2019","        628.75","        628.70","        628.70","        615.00","        616.90","        617.60","        621.36","    1463136","           909129582.90","      43320"
"M&amp;M","EQ","14-May-2019","        617.60","        616.90","        620.55","        610.55","        614.60","        614.25","        614.69","    2756314","          1694273742.35","      60479"
"M&amp;M","EQ","15-May-2019","        614.25","        618.00","        628.40","        606.95","        607.40","        609.65","        620.05","    2805369","          1739482755.90","      52615"
"M&amp;M","EQ","16-May-2019","        609.65","        610.00","        612.65","        597.20","        607.30","        605.25","        603.62","    1940170","          1171120060.60","      66062"
"M&amp;M","EQ","17-May-2019","        605.25","        607.00","        622.50","        607.00","        619.20","        619.65","        618.21","    2599966","          1607330055.65","      73521"
"M&amp;M","EQ","20-May-2019","        619.65","        635.00","        662.50","        632.25","        654.30","        653.25","        650.96","    4938702","          3214894788.35","     121938"
"M&amp;M","EQ","21-May-2019","        653.25","        660.00","        662.70","        634.40","        640.10","        639.15","        646.52","    2150188","          1390132051.30","      58058"
"M&amp;M","EQ","22-May-2019","        639.15","        643.85","        643.85","        631.25","        640.95","        640.55","        637.73","    1458607","           930200019.55","      61986"
"M&amp;M","EQ","23-May-2019","        640.55","        650.00","        655.00","        635.10","        639.55","        639.50","        644.98","    3161573","          2039155180.25","      89038"
"M&amp;M","EQ","24-May-2019","        639.50","        644.75","        667.50","        637.85","        665.70","        665.45","        657.95","    3165620","          2082809106.95","      67984"
"M&amp;M","EQ","27-May-2019","        665.45","        667.70","        683.00","        665.00","        678.75","        679.35","        675.13","    2987573","          2017014096.25","      59554"
"M&amp;M","EQ","28-May-2019","        679.35","        680.00","        682.25","        667.25","        669.60","        670.55","        672.74","    5411769","          3640710314.65","      88294"
"M&amp;M","EQ","29-May-2019","        670.55","        668.00","        677.50","        660.85","        671.15","        672.15","        670.44","    5418102","          3632524562.60","      90056"
"M&amp;M","EQ","30-May-2019","        672.15","        660.00","        667.50","        656.35","        658.50","        661.70","        661.57","    5394745","          3568985046.10","     112557"
"M&amp;M","EQ","31-May-2019","        661.70","        659.70","        665.95","        645.10","        648.00","        647.05","        654.68","    4226041","          2766689458.95","     102072"
"M&amp;M","EQ","03-Jun-2019","        647.05","        647.05","        659.00","        635.05","        653.40","        653.40","        647.71","    4170532","          2701278318.10","      99650"
"M&amp;M","EQ","04-Jun-2019","        653.40","        654.80","        659.40","        647.80","        651.00","        650.75","        654.18","    1640476","          1073164342.25","      32626"
"M&amp;M","EQ","06-Jun-2019","        650.75","        654.30","        655.50","        631.35","        635.00","        634.10","        639.71","    3846513","          2460661739.90","      74403"
"M&amp;M","EQ","07-Jun-2019","        634.10","        640.00","        645.70","        630.05","        643.00","        644.05","        639.98","    2173168","          1390790308.35","      49714"
"M&amp;M","EQ","10-Jun-2019","        644.05","        643.40","        649.40","        638.20","        647.00","        646.95","        644.23","    2306052","          1485618790.80","      65270"
"M&amp;M","EQ","11-Jun-2019","        646.95","        647.95","        647.95","        636.00","        636.50","        636.85","        639.27","    2274832","          1454222185.55","      58902"
"M&amp;M","EQ","12-Jun-2019","        636.85","        633.00","        638.90","        629.45","        633.00","        632.20","        633.63","    1734002","          1098715203.60","      33052"
"M&amp;M","EQ","13-Jun-2019","        632.20","        632.00","        642.70","        628.10","        640.10","        641.05","        635.18","    2141936","          1360510113.25","      50043"
"M&amp;M","EQ","14-Jun-2019","        641.05","        640.05","        641.00","        633.40","        635.40","        637.25","        637.62","    1338649","           853548488.15","      41734"
"M&amp;M","EQ","17-Jun-2019","        637.25","        641.00","        641.95","        622.25","        625.00","        625.05","        632.42","    2647789","          1674523146.85","      73918"
"M&amp;M","EQ","18-Jun-2019","        625.05","        624.00","        629.80","        620.10","        628.00","        625.90","        625.40","    2252507","          1408723063.95","      66031"
"M&amp;M","EQ","19-Jun-2019","        625.90","        629.85","        632.35","        608.00","        618.00","        615.15","        617.57","    2316163","          1430394947.90","      83675"
"M&amp;M","EQ","20-Jun-2019","        615.15","        614.80","        630.95","        611.25","        630.40","        627.15","        622.74","    2283701","          1422149642.10","      77280"
"M&amp;M","EQ","21-Jun-2019","        627.15","        627.00","        633.45","        622.25","        627.15","        627.45","        627.38","    2713987","          1702702520.50","      67839"
"M&amp;M","EQ","24-Jun-2019","        627.45","        626.00","        637.00","        626.00","        636.70","        634.85","        633.20","    2166403","          1371767929.55","      61754"
"M&amp;M","EQ","25-Jun-2019","        634.85","        635.00","        644.65","        635.00","        641.65","        641.65","        641.39","    3352119","          2150016860.10","     112562"
"M&amp;M","EQ","26-Jun-2019","        641.65","        640.00","        647.50","        640.00","        643.55","        643.50","        644.73","    2124949","          1370014816.45","      54178"
"M&amp;M","EQ","27-Jun-2019","        643.50","        645.00","        660.80","        645.00","        658.45","        657.90","        655.48","    3744033","          2454130900.10","      76388"
"M&amp;M","EQ","28-Jun-2019","        657.90","        659.80","        662.45","        651.50","        655.60","        655.35","        655.56","    3503838","          2296960949.55","      54875"
"M&amp;M","EQ","01-Jul-2019","        655.35","        657.30","        663.45","        654.45","        660.00","        660.00","        659.90","    3547891","          2341240580.30","      65466"
"M&amp;M","EQ","02-Jul-2019","        660.00","        661.00","        668.50","        656.30","        667.60","        666.25","        661.25","    2275170","          1504460659.40","      40271"
"M&amp;M","EQ","03-Jul-2019","        666.25","        668.95","        675.00","        663.30","        668.25","        669.25","        668.97","    2615478","          1749685571.45","     131607"
"M&amp;M","EQ","04-Jul-2019","        669.25","        671.50","        674.20","        665.30","        670.70","        672.15","        670.23","    1777421","          1191286628.45","     105176"
"M&amp;M","EQ","05-Jul-2019","        672.15","        672.00","        675.30","        638.50","        640.35","        642.05","        659.37","    3039710","          2004294211.40","      49711"
"M&amp;M","EQ","08-Jul-2019","        642.05","        640.35","        645.20","        626.20","        635.85","        635.85","        637.68","    3903971","          2489465620.25","      94410"
"M&amp;M","EQ","09-Jul-2019","        635.85","        632.00","        638.50","        630.00","        633.50","        632.70","        633.87","    1260744","           799146159.05","      35909"
"M&amp;M","EQ","10-Jul-2019","        632.70","        630.00","        636.10","        619.10","        623.50","        621.65","        625.07","    2081711","          1301213005.90","      72976"
"M&amp;M","EQ","11-Jul-2019","        621.65","        625.40","        635.65","        623.60","        634.20","        634.15","        629.86","    1399434","           881441858.60","      47575"
"M&amp;M","EQ","12-Jul-2019","        634.15","        634.10","        637.00","        628.50","        630.05","        631.90","        632.42","    1806912","          1142728618.85","      57763"
"M&amp;M","EQ","15-Jul-2019","        631.90","        632.05","        638.00","        625.45","        632.60","        631.85","        631.27","    2223638","          1403718592.55","      41779"
"M&amp;M","EQ","16-Jul-2019","        631.85","        624.70","        627.90","        618.85","        623.50","        622.90","        623.60","    3177195","          1981290372.90","      74660"
"M&amp;M","EQ","17-Jul-2019","        622.90","        623.00","        626.45","        615.30","        618.40","        617.95","        619.79","    1881478","          1166118482.95","      46898"
"M&amp;M","EQ","18-Jul-2019","        617.95","        613.90","        616.45","        595.00","        598.50","        597.40","        601.71","    4915489","          2957718678.45","     100673"
"M&amp;M","EQ","19-Jul-2019","        597.40","        601.15","        601.50","        570.00","        571.20","        571.30","        580.72","    6294798","          3655511612.65","     135956"
"M&amp;M","EQ","22-Jul-2019","        571.30","        571.30","        576.70","        559.90","        563.95","        564.90","        566.45","    4198301","          2378136602.75","     106121"
"M&amp;M","EQ","23-Jul-2019","        564.90","        566.10","        567.00","        555.85","        557.70","        559.10","        561.40","    4805198","          2697616874.25","      74981"
"M&amp;M","EQ","24-Jul-2019","        559.10","        557.00","        557.90","        546.00","        547.75","        550.00","        551.31","    3041526","          1676826994.70","     104296"
"M&amp;M","EQ","25-Jul-2019","        550.00","        550.00","        553.00","        541.90","        548.00","        547.55","        546.94","    4763735","          2605455915.50","      79171"
"M&amp;M","EQ","26-Jul-2019","        547.55","        545.90","        566.40","        545.00","        564.70","        564.45","        560.54","    5063750","          2838428987.70","      99475"
"M&amp;M","EQ","29-Jul-2019","        564.45","        564.00","        565.00","        552.15","        552.45","        553.15","        556.17","    2984154","          1659694642.75","      57320"
"M&amp;M","EQ","30-Jul-2019","        553.15","        551.80","        561.30","        547.55","        549.20","        548.75","        553.07","    3186153","          1762165834.40","      60814"
"M&amp;M","EQ","31-Jul-2019","        548.75","        546.60","        553.80","        541.75","        549.30","        550.00","        548.19","    2986522","          1637181217.20","      58509"
"M&amp;M","EQ","01-Aug-2019","        550.00","        546.00","        551.80","        539.30","        547.20","        548.55","        544.91","    2737518","          1491690061.00","      62738"
"M&amp;M","EQ","02-Aug-2019","        548.55","        544.90","        563.85","        542.15","        557.30","        556.45","        555.64","    5848740","          3249766600.90","      91438"
"M&amp;M","EQ","05-Aug-2019","        556.45","        550.45","        554.25","        542.35","        548.55","        545.45","        547.23","    3152495","          1725150626.05","      74981"
"M&amp;M","EQ","06-Aug-2019","        545.45","        543.00","        552.25","        543.00","        549.45","        549.45","        548.43","    2811436","          1541882738.40","     113506"
"M&amp;M","EQ","07-Aug-2019","        549.45","        551.50","        551.50","        515.00","        516.90","        518.30","        533.73","    8411409","          4489448850.95","     154326"
"M&amp;M","EQ","08-Aug-2019","        518.30","        518.50","        541.50","        516.35","        538.00","        539.55","        527.06","    5648169","          2976898130.20","      95120"
"M&amp;M","EQ","09-Aug-2019","        539.55","        540.90","        548.30","        530.00","        545.10","        545.55","        540.40","    4313483","          2330995097.85","      80047"
"M&amp;M","EQ","13-Aug-2019","        545.55","        545.00","        545.00","        510.25","        513.55","        512.40","        520.46","    3618940","          1883520487.35","      87267"
"M&amp;M","EQ","14-Aug-2019","        512.40","        515.90","        525.85","        502.55","        522.00","        523.55","        514.88","    4641413","          2389757158.05","      95169"
"M&amp;M","EQ","16-Aug-2019","        523.55","        524.70","        531.90","        515.55","        527.05","        527.85","        526.42","    3120580","          1642727248.40","      63653"
"M&amp;M","EQ","19-Aug-2019","        527.85","        527.00","        535.75","        518.00","        522.00","        520.55","        526.48","    2998027","          1578410693.00","      66535"
"M&amp;M","EQ","20-Aug-2019","        520.55","        522.90","        535.00","        517.50","        527.85","        527.80","        526.17","    3175896","          1671057086.00","      71606"
"M&amp;M","EQ","21-Aug-2019","        527.80","        528.30","        535.60","        518.10","        521.55","        520.90","        526.24","    2709407","          1425788578.35","      42676"
"M&amp;M","EQ","22-Aug-2019","        520.90","        521.55","        523.75","        509.85","        511.85","        511.80","        516.78","    2516270","          1300360885.25","      77369"
"M&amp;M","EQ","23-Aug-2019","        511.80","        511.00","        536.30","        509.25","        536.00","        533.25","        526.40","    2807785","          1478012432.65","      73473"
"M&amp;M","EQ","26-Aug-2019","        533.25","        552.70","        552.70","        528.90","        543.20","        544.30","        540.98","    4036331","          2183590557.35","     108014"
"M&amp;M","EQ","27-Aug-2019","        544.30","        547.00","        559.00","        544.50","        556.90","        554.05","        552.69","    4144339","          2290531904.60","     124491"
"M&amp;M","EQ","28-Aug-2019","        554.05","        556.70","        559.90","        534.75","        540.55","        539.70","        545.68","    3322911","          1813232521.35","      66122"
"M&amp;M","EQ","29-Aug-2019","        539.70","        536.00","        544.20","        524.25","        530.80","        528.00","        532.67","    4399017","          2343227483.70","     119441"
"M&amp;M","EQ","30-Aug-2019","        528.00","        530.60","        532.90","        519.05","        529.80","        528.80","        525.51","    2929342","          1539394949.40","      76030"
"M&amp;M","EQ","03-Sep-2019","        528.80","        518.65","        521.90","        513.00","        515.50","        515.45","        516.62","    3379359","          1745840408.20","      64677"
"M&amp;M","EQ","04-Sep-2019","        515.45","        516.00","        519.75","        503.15","        506.00","        505.70","        507.52","    3431149","          1741372458.45","      71696"
"M&amp;M","EQ","05-Sep-2019","        505.70","        506.85","        519.50","        506.70","        518.00","        517.00","        515.36","    2329699","          1200622755.85","      58227"
"M&amp;M","EQ","06-Sep-2019","        517.00","        519.45","        531.00","        514.60","        530.80","        529.50","        522.95","    2670087","          1396324479.35","      42854"
"M&amp;M","EQ","09-Sep-2019","        529.50","        523.65","        536.75","        522.00","        534.00","        532.55","        530.99","    3061953","          1625867293.60","      52439"
"M&amp;M","EQ","11-Sep-2019","        532.55","        533.20","        548.25","        533.20","        545.50","        545.75","        543.34","    3224627","          1752053623.05","      86168"
"M&amp;M","EQ","12-Sep-2019","        545.75","        546.10","        551.95","        540.25","        543.25","        543.60","        544.61","    3726538","          2029516916.75","      57913"
"M&amp;M","EQ","13-Sep-2019","        543.60","        542.00","        552.80","        541.50","        551.05","        551.25","        549.09","    4358612","          2393258010.35","      53044"
"M&amp;M","EQ","16-Sep-2019","        551.25","        545.00","        550.50","        535.65","        536.50","        536.95","        541.30","    2441611","          1321655049.00","      58484"
"M&amp;M","EQ","17-Sep-2019","        536.95","        537.50","        539.50","        520.00","        523.00","        521.95","        528.92","    2445056","          1293247402.30","      74293"
"M&amp;M","EQ","18-Sep-2019","        521.95","        525.00","        531.35","        518.20","        528.50","        527.00","        526.33","    2401637","          1264063273.05","      56403"
"M&amp;M","EQ","19-Sep-2019","        527.00","        529.00","        529.45","        513.00","        520.00","        519.30","        519.50","    2336366","          1213735893.55","      62739"
"M&amp;M","EQ","20-Sep-2019","        519.30","        524.45","        574.00","        518.65","        567.00","        568.90","        552.72","   14378491","          7947236536.30","     192324"
"M&amp;M","EQ","23-Sep-2019","        568.90","        576.25","        602.20","        552.00","        569.20","        565.00","        571.95","    9599883","          5490622155.55","     196321"
"M&amp;M","EQ","24-Sep-2019","        565.00","        563.90","        575.40","        554.60","        559.95","        558.75","        562.99","    3615703","          2035620598.25","      73364"
"M&amp;M","EQ","25-Sep-2019","        558.75","        558.70","        558.70","        528.00","        535.00","        534.70","        537.98","    5044376","          2713749203.60","     100823"
"M&amp;M","EQ","26-Sep-2019","        534.70","        537.90","        569.75","        536.00","        565.00","        566.95","        556.59","    6270296","          3489963760.55","     115829"
"M&amp;M","EQ","27-Sep-2019","        566.95","        562.80","        567.80","        549.15","        553.00","        555.10","        556.81","    4326078","          2408800823.10","      95751"
"M&amp;M","EQ","30-Sep-2019","        555.10","        557.75","        558.55","        540.30","        548.00","        547.15","        547.20","    3381186","          1850191454.30","      74167"
"M&amp;M","EQ","01-Oct-2019","        547.15","        551.00","        566.10","        536.60","        559.00","        556.70","        555.06","    5664019","          3143849892.05","     104246"
"M&amp;M","EQ","03-Oct-2019","        556.70","        558.00","        564.95","        547.10","        562.00","        562.70","        557.80","    3797753","          2118388908.40","      68853"
"M&amp;M","EQ","04-Oct-2019","        562.70","        565.05","        575.00","        555.45","        560.90","        564.25","        567.82","    4653685","          2642445632.45","      87771"
"M&amp;M","EQ","07-Oct-2019","        564.25","        561.10","        562.90","        546.50","        554.20","        552.95","        554.38","    2367535","          1312513059.25","      55176"
"M&amp;M","EQ","09-Oct-2019","        552.95","        556.00","        578.80","        550.95","        576.90","        576.55","        568.50","    4863273","          2764786019.10","      70213"
"M&amp;M","EQ","10-Oct-2019","        576.55","        576.00","        576.00","        559.25","        566.55","        566.05","        565.22","    2156410","          1218840720.75","      52190"
"M&amp;M","EQ","11-Oct-2019","        566.05","        568.55","        574.30","        554.10","        559.75","        560.10","        561.31","    3133395","          1758805040.75","      56926"
"M&amp;M","EQ","14-Oct-2019","        560.10","        562.90","        572.35","        554.55","        567.80","        568.65","        565.05","    2630640","          1486452774.75","      38514"
"M&amp;M","EQ","15-Oct-2019","        568.65","        568.00","        586.55","        565.20","        582.50","        583.40","        579.97","    4967499","          2880983449.00","      56680"
